,database_noise,noise_file_path
61,wham,/home/ubuntu/Data/wham/wham_noise/tr/20pa010d_1.1583_40ja010k_-1.1583.wav
62,wham,/home/ubuntu/Data/wham/wham_noise/tr/029o030k_2.2652_20ka010i_-2.2652.wav
63,wham,/home/ubuntu/Data/wham/wham_noise/tr/01la0103_1.873_20sc010q_-1.873.wav
64,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ma0114_2.1616_01ra0101_-2.1616.wav
65,wham,/home/ubuntu/Data/wham/wham_noise/tr/20mo0101_1.1597_01sa0107_-1.1597.wav
66,wham,/home/ubuntu/Data/wham/wham_noise/tr/024o030t_0.63319_20ia0111_-0.63319.wav
67,wham,/home/ubuntu/Data/wham/wham_noise/tr/020o031c_2.4238_207a010o_-2.4238.wav
68,wham,/home/ubuntu/Data/wham/wham_noise/tr/20oo010m_0.91264_022o030p_-0.91264.wav
69,wham,/home/ubuntu/Data/wham/wham_noise/tr/01vc0202_1.079_20go0102_-1.079.wav
70,wham,/home/ubuntu/Data/wham/wham_noise/tr/40ao030o_0.90224_40hc020c_-0.90224.wav
71,wham,/home/ubuntu/Data/wham/wham_noise/tr/01mc020n_1.1064_40fc021b_-1.1064.wav
72,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ea010d_1.9044_01sc020i_-1.9044.wav
73,wham,/home/ubuntu/Data/wham/wham_noise/tr/02cc021b_0.73427_405c0209_-0.73427.wav
74,wham,/home/ubuntu/Data/wham/wham_noise/tr/016a0108_2.4337_40pa010x_-2.4337.wav
75,wham,/home/ubuntu/Data/wham/wham_noise/tr/018a0108_1.3521_40fc0209_-1.3521.wav
76,wham,/home/ubuntu/Data/wham/wham_noise/tr/409c020n_1.5942_406o030y_-1.5942.wav
77,wham,/home/ubuntu/Data/wham/wham_noise/tr/01yc020d_2.2196_40co030d_-2.2196.wav
78,wham,/home/ubuntu/Data/wham/wham_noise/tr/012c0205_2.182_20lo010q_-2.182.wav
79,wham,/home/ubuntu/Data/wham/wham_noise/tr/408c020w_0.55084_20jc0106_-0.55084.wav
80,wham,/home/ubuntu/Data/wham/wham_noise/tr/20da010n_1.4067_01wo031a_-1.4067.wav
81,wham,/home/ubuntu/Data/wham/wham_noise/tr/02do0305_1.5402_20mo010f_-1.5402.wav
82,wham,/home/ubuntu/Data/wham/wham_noise/tr/029o0313_0.75441_20na010v_-0.75441.wav
83,wham,/home/ubuntu/Data/wham/wham_noise/tr/404c0219_0.52596_20bc010i_-0.52596.wav
84,wham,/home/ubuntu/Data/wham/wham_noise/tr/20vc0101_1.1322_02do030l_-1.1322.wav
85,wham,/home/ubuntu/Data/wham/wham_noise/tr/20gc0105_2.4839_025o030q_-2.4839.wav
86,wham,/home/ubuntu/Data/wham/wham_noise/tr/40gc020z_1.5342_40ma010w_-1.5342.wav
87,wham,/home/ubuntu/Data/wham/wham_noise/tr/205a010i_0.74264_012a010n_-0.74264.wav
88,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ko0108_2.4729_023c020b_-2.4729.wav
89,wham,/home/ubuntu/Data/wham/wham_noise/tr/401o031a_1.9048_01zc0216_-1.9048.wav
90,wham,/home/ubuntu/Data/wham/wham_noise/tr/40eo030p_2.0844_02ao031e_-2.0844.wav
91,wham,/home/ubuntu/Data/wham/wham_noise/tr/20uc0108_1.0081_01ba0109_-1.0081.wav
92,wham,/home/ubuntu/Data/wham/wham_noise/tr/20pc010h_0.56308_209a010z_-0.56308.wav
93,wham,/home/ubuntu/Data/wham/wham_noise/tr/406c020h_0.016769_20ea0108_-0.016769.wav
94,wham,/home/ubuntu/Data/wham/wham_noise/tr/204o010k_0.075108_01zo0309_-0.075108.wav
95,wham,/home/ubuntu/Data/wham/wham_noise/tr/20do010n_1.3897_02ac020w_-1.3897.wav
96,wham,/home/ubuntu/Data/wham/wham_noise/tr/012c0204_1.5971_405c0201_-1.5971.wav
97,wham,/home/ubuntu/Data/wham/wham_noise/tr/01mc020d_2.1118_022a010o_-2.1118.wav
98,wham,/home/ubuntu/Data/wham/wham_noise/tr/206a010c_1.7026_018o030g_-1.7026.wav
99,wham,/home/ubuntu/Data/wham/wham_noise/tr/409o0309_1.6389_01go0303_-1.6389.wav
100,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ao010l_1.3357_205a0108_-1.3357.wav
101,wham,/home/ubuntu/Data/wham/wham_noise/tr/01wo030x_0.59443_01xa0111_-0.59443.wav
102,wham,/home/ubuntu/Data/wham/wham_noise/tr/204c0104_1.5947_40go030i_-1.5947.wav
103,wham,/home/ubuntu/Data/wham/wham_noise/tr/407c0202_1.2109_20jc0101_-1.2109.wav
104,wham,/home/ubuntu/Data/wham/wham_noise/tr/02do030t_0.97197_016c0207_-0.97197.wav
105,wham,/home/ubuntu/Data/wham/wham_noise/tr/02ao030g_1.9396_01sa010v_-1.9396.wav
106,wham,/home/ubuntu/Data/wham/wham_noise/tr/01xo0313_0.8035_209a0108_-0.8035.wav
107,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ao010l_0.077891_40no0305_-0.077891.wav
108,wham,/home/ubuntu/Data/wham/wham_noise/tr/407a010v_1.5122_01kc020y_-1.5122.wav
109,wham,/home/ubuntu/Data/wham/wham_noise/tr/014a010g_1.0154_017c020e_-1.0154.wav
110,wham,/home/ubuntu/Data/wham/wham_noise/tr/205a0114_0.77232_01oo030e_-0.77232.wav
111,wham,/home/ubuntu/Data/wham/wham_noise/tr/20co010h_1.5325_01yo0313_-1.5325.wav
112,wham,/home/ubuntu/Data/wham/wham_noise/tr/40dc020a_1.5386_207c0107_-1.5386.wav
113,wham,/home/ubuntu/Data/wham/wham_noise/tr/01xo030r_0.78455_40jc0202_-0.78455.wav
114,wham,/home/ubuntu/Data/wham/wham_noise/tr/01io0317_1.6123_20ka0113_-1.6123.wav
115,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ta010g_0.32302_205a010h_-0.32302.wav
116,wham,/home/ubuntu/Data/wham/wham_noise/tr/02da010g_2.2139_02ba010l_-2.2139.wav
117,wham,/home/ubuntu/Data/wham/wham_noise/tr/025c0202_2.1392_01gc0205_-2.1392.wav
118,wham,/home/ubuntu/Data/wham/wham_noise/tr/02ba0107_0.97462_40do030w_-0.97462.wav
119,wham,/home/ubuntu/Data/wham/wham_noise/tr/206c010d_0.049575_40bo0305_-0.049575.wav
120,wham,/home/ubuntu/Data/wham/wham_noise/tr/012c0203_0.6837_40hc0207_-0.6837.wav
121,wham,/home/ubuntu/Data/wham/wham_noise/tr/01fc020f_1.4443_022o0310_-1.4443.wav
122,wham,/home/ubuntu/Data/wham/wham_noise/tr/01lc020l_1.6811_20so0101_-1.6811.wav
123,wham,/home/ubuntu/Data/wham/wham_noise/tr/401c0213_0.99399_20cc0106_-0.99399.wav
124,wham,/home/ubuntu/Data/wham/wham_noise/tr/20la0105_1.9228_40no030e_-1.9228.wav
125,wham,/home/ubuntu/Data/wham/wham_noise/tr/40lo0316_1.2675_20vo010q_-1.2675.wav
126,wham,/home/ubuntu/Data/wham/wham_noise/tr/01lc0219_0.30534_40co030r_-0.30534.wav
127,wham,/home/ubuntu/Data/wham/wham_noise/tr/40kc020i_1.0268_01sc020x_-1.0268.wav
128,wham,/home/ubuntu/Data/wham/wham_noise/tr/01xc020r_2.3934_02dc021d_-2.3934.wav
129,wham,/home/ubuntu/Data/wham/wham_noise/tr/40bo030h_2.1022_017o030g_-2.1022.wav
130,wham,/home/ubuntu/Data/wham/wham_noise/tr/01yo030x_1.3558_01ka010o_-1.3558.wav
131,wham,/home/ubuntu/Data/wham/wham_noise/tr/01sc020l_0.093938_40pa0113_-0.093938.wav
132,wham,/home/ubuntu/Data/wham/wham_noise/tr/026c020h_2.0413_01yc0207_-2.0413.wav
133,wham,/home/ubuntu/Data/wham/wham_noise/tr/026c020r_1.8768_20po010a_-1.8768.wav
134,wham,/home/ubuntu/Data/wham/wham_noise/tr/01lo030p_2.2644_01nc0217_-2.2644.wav
135,wham,/home/ubuntu/Data/wham/wham_noise/tr/014o0318_0.67818_40oc0219_-0.67818.wav
136,wham,/home/ubuntu/Data/wham/wham_noise/tr/40pc0219_2.4643_40ec020m_-2.4643.wav
137,wham,/home/ubuntu/Data/wham/wham_noise/tr/20la0110_1.7767_205o010r_-1.7767.wav
138,wham,/home/ubuntu/Data/wham/wham_noise/tr/40io031d_2.221_01na010v_-2.221.wav
139,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ja0101_0.27138_205o010m_-0.27138.wav
140,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ia010o_2.011_20na0107_-2.011.wav
141,wham,/home/ubuntu/Data/wham/wham_noise/tr/014c020n_0.58007_20uo0103_-0.58007.wav
142,wham,/home/ubuntu/Data/wham/wham_noise/tr/01fa010e_2.1595_207a010i_-2.1595.wav
143,wham,/home/ubuntu/Data/wham/wham_noise/tr/01sa010x_2.3735_01ca0102_-2.3735.wav
144,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ba010d_2.3502_40cc0212_-2.3502.wav
145,wham,/home/ubuntu/Data/wham/wham_noise/tr/20kc0103_1.4306_01ic020h_-1.4306.wav
146,wham,/home/ubuntu/Data/wham/wham_noise/tr/02da010n_2.4164_016c021a_-2.4164.wav
147,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ic0101_1.2431_023o030a_-1.2431.wav
148,wham,/home/ubuntu/Data/wham/wham_noise/tr/018c020d_1.4748_01mo030c_-1.4748.wav
149,wham,/home/ubuntu/Data/wham/wham_noise/tr/01pa0109_1.8226_01da0103_-1.8226.wav
150,wham,/home/ubuntu/Data/wham/wham_noise/tr/209c0105_1.8443_405o030w_-1.8443.wav
151,wham,/home/ubuntu/Data/wham/wham_noise/tr/020o0304_0.21104_018a010s_-0.21104.wav
152,wham,/home/ubuntu/Data/wham/wham_noise/tr/40do030m_1.5574_01oa0105_-1.5574.wav
153,wham,/home/ubuntu/Data/wham/wham_noise/tr/40oc020a_0.58623_20pa010y_-0.58623.wav
154,wham,/home/ubuntu/Data/wham/wham_noise/tr/205c0108_1.0162_20so010c_-1.0162.wav
155,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ma010b_1.7356_205c010i_-1.7356.wav
156,wham,/home/ubuntu/Data/wham/wham_noise/tr/017a010h_0.053098_022c020a_-0.053098.wav
157,wham,/home/ubuntu/Data/wham/wham_noise/tr/026o030w_0.11808_401a010w_-0.11808.wav
158,wham,/home/ubuntu/Data/wham/wham_noise/tr/406c0205_1.5866_20ta0113_-1.5866.wav
159,wham,/home/ubuntu/Data/wham/wham_noise/tr/01to031a_1.1307_20po0103_-1.1307.wav
160,wham,/home/ubuntu/Data/wham/wham_noise/tr/20vc010k_0.86969_20oo0107_-0.86969.wav
161,wham,/home/ubuntu/Data/wham/wham_noise/tr/022c020f_2.2285_01va010e_-2.2285.wav
162,wham,/home/ubuntu/Data/wham/wham_noise/tr/01mc020m_0.10433_20ic0107_-0.10433.wav
163,wham,/home/ubuntu/Data/wham/wham_noise/tr/20mc010e_1.7354_405o0301_-1.7354.wav
164,wham,/home/ubuntu/Data/wham/wham_noise/tr/021c020c_0.18003_20vo010d_-0.18003.wav
165,wham,/home/ubuntu/Data/wham/wham_noise/tr/205a0105_0.66342_40ca010j_-0.66342.wav
166,wham,/home/ubuntu/Data/wham/wham_noise/tr/023c0212_0.15903_401o031d_-0.15903.wav
167,wham,/home/ubuntu/Data/wham/wham_noise/tr/403o0303_1.4997_40do0319_-1.4997.wav
168,wham,/home/ubuntu/Data/wham/wham_noise/tr/013o030g_1.4224_02dc0204_-1.4224.wav
169,wham,/home/ubuntu/Data/wham/wham_noise/tr/20na010l_0.70211_408c021f_-0.70211.wav
170,wham,/home/ubuntu/Data/wham/wham_noise/tr/01fo0310_1.2686_40ja010l_-1.2686.wav
171,wham,/home/ubuntu/Data/wham/wham_noise/tr/017a010v_1.1869_01ao030m_-1.1869.wav
172,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ea010a_0.27518_01qo030q_-0.27518.wav
173,wham,/home/ubuntu/Data/wham/wham_noise/tr/20jc0104_1.0979_408c020o_-1.0979.wav
174,wham,/home/ubuntu/Data/wham/wham_noise/tr/404o030k_1.5694_01xo030o_-1.5694.wav
175,wham,/home/ubuntu/Data/wham/wham_noise/tr/40io0304_1.5977_01ao0302_-1.5977.wav
176,wham,/home/ubuntu/Data/wham/wham_noise/tr/01yc020i_0.27685_20vo0107_-0.27685.wav
177,wham,/home/ubuntu/Data/wham/wham_noise/tr/024o030z_0.43234_40kc020l_-0.43234.wav
178,wham,/home/ubuntu/Data/wham/wham_noise/tr/021a010b_0.084406_20ha010h_-0.084406.wav
179,wham,/home/ubuntu/Data/wham/wham_noise/tr/01kc0209_2.3003_014c0212_-2.3003.wav
180,wham,/home/ubuntu/Data/wham/wham_noise/tr/40po030x_2.0182_01xc021a_-2.0182.wav
181,wham,/home/ubuntu/Data/wham/wham_noise/tr/209o010e_2.3521_02cc0211_-2.3521.wav
182,wham,/home/ubuntu/Data/wham/wham_noise/tr/20da010x_2.2902_205c010d_-2.2902.wav
183,wham,/home/ubuntu/Data/wham/wham_noise/tr/01pc020i_2.3791_028a010v_-2.3791.wav
184,wham,/home/ubuntu/Data/wham/wham_noise/tr/40lc0211_1.0255_016c020w_-1.0255.wav
185,wham,/home/ubuntu/Data/wham/wham_noise/tr/40jc020s_0.88666_40ac020a_-0.88666.wav
186,wham,/home/ubuntu/Data/wham/wham_noise/tr/023c020o_2.4601_01la010b_-2.4601.wav
187,wham,/home/ubuntu/Data/wham/wham_noise/tr/01sa0101_2.3777_01qo0317_-2.3777.wav
188,wham,/home/ubuntu/Data/wham/wham_noise/tr/20la0108_2.1194_02da010f_-2.1194.wav
189,wham,/home/ubuntu/Data/wham/wham_noise/tr/01sa010t_2.1346_015c021h_-2.1346.wav
190,wham,/home/ubuntu/Data/wham/wham_noise/tr/012o030q_2.0837_40cc020b_-2.0837.wav
191,wham,/home/ubuntu/Data/wham/wham_noise/tr/02bo031c_2.1158_204o010f_-2.1158.wav
192,wham,/home/ubuntu/Data/wham/wham_noise/tr/011c021d_2.3656_40jo030i_-2.3656.wav
193,wham,/home/ubuntu/Data/wham/wham_noise/tr/204o010g_0.53708_20mo010j_-0.53708.wav
194,wham,/home/ubuntu/Data/wham/wham_noise/tr/40na010p_0.33896_20uc010b_-0.33896.wav
195,wham,/home/ubuntu/Data/wham/wham_noise/tr/40no030z_0.97365_20cc010i_-0.97365.wav
196,wham,/home/ubuntu/Data/wham/wham_noise/tr/02ea010r_1.8181_406o030d_-1.8181.wav
197,wham,/home/ubuntu/Data/wham/wham_noise/tr/20nc0107_0.31829_01nc020q_-0.31829.wav
198,wham,/home/ubuntu/Data/wham/wham_noise/tr/015o0311_0.46431_01so0314_-0.46431.wav
199,wham,/home/ubuntu/Data/wham/wham_noise/tr/40ba010r_2.1947_20ia010a_-2.1947.wav
200,wham,/home/ubuntu/Data/wham/wham_noise/tr/40oo030v_0.89452_40ic0212_-0.89452.wav
201,wham,/home/ubuntu/Data/wham/wham_noise/tr/20io0106_1.1941_023c0211_-1.1941.wav
202,wham,/home/ubuntu/Data/wham/wham_noise/tr/20va0103_1.0185_40ko0314_-1.0185.wav
203,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ko0308_0.11344_204a0103_-0.11344.wav
204,wham,/home/ubuntu/Data/wham/wham_noise/tr/01rc0208_2.3186_01yc020m_-2.3186.wav
205,wham,/home/ubuntu/Data/wham/wham_noise/tr/02ba010a_2.2387_20hc0106_-2.2387.wav
206,wham,/home/ubuntu/Data/wham/wham_noise/tr/029a0104_1.2941_40nc020u_-1.2941.wav
207,wham,/home/ubuntu/Data/wham/wham_noise/tr/027c021c_0.39809_40fc020b_-0.39809.wav
208,wham,/home/ubuntu/Data/wham/wham_noise/tr/01kc020g_0.24385_20ga0101_-0.24385.wav
209,wham,/home/ubuntu/Data/wham/wham_noise/tr/01lo030x_1.0464_404a010u_-1.0464.wav
210,wham,/home/ubuntu/Data/wham/wham_noise/tr/01wa0101_0.85686_209a010i_-0.85686.wav
211,wham,/home/ubuntu/Data/wham/wham_noise/tr/019c020s_0.020631_207a010u_-0.020631.wav
212,wham,/home/ubuntu/Data/wham/wham_noise/tr/027o030k_0.82082_20do010b_-0.82082.wav
213,wham,/home/ubuntu/Data/wham/wham_noise/tr/20la0102_1.4513_40ka010p_-1.4513.wav
214,wham,/home/ubuntu/Data/wham/wham_noise/tr/20va0107_0.28854_204a010f_-0.28854.wav
215,wham,/home/ubuntu/Data/wham/wham_noise/tr/40dc021b_0.76773_20na010h_-0.76773.wav
216,wham,/home/ubuntu/Data/wham/wham_noise/tr/404a0104_2.2386_40ko030d_-2.2386.wav
217,wham,/home/ubuntu/Data/wham/wham_noise/tr/01fo030d_2.3576_02bo0315_-2.3576.wav
218,wham,/home/ubuntu/Data/wham/wham_noise/tr/206a0112_1.3455_027c020y_-1.3455.wav
219,wham,/home/ubuntu/Data/wham/wham_noise/tr/01uo0318_2.224_406c0211_-2.224.wav
220,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ga010l_0.14496_01yc020l_-0.14496.wav
221,wham,/home/ubuntu/Data/wham/wham_noise/tr/015c0204_1.3662_40fc0208_-1.3662.wav
222,wham,/home/ubuntu/Data/wham/wham_noise/tr/01ac021d_1.4836_209a0114_-1.4836.wav
223,wham,/home/ubuntu/Data/wham/wham_noise/tr/01wa010o_0.87507_40po030m_-0.87507.wav
224,wham,/home/ubuntu/Data/wham/wham_noise/tr/40bc0205_1.9703_40no0305_-1.9703.wav
225,wham,/home/ubuntu/Data/wham/wham_noise/tr/40ko030r_2.3138_027o030l_-2.3138.wav
226,wham,/home/ubuntu/Data/wham/wham_noise/tr/01qa0114_1.7882_01xc0219_-1.7882.wav
227,wham,/home/ubuntu/Data/wham/wham_noise/tr/20so010j_1.8665_01ra010i_-1.8665.wav
228,wham,/home/ubuntu/Data/wham/wham_noise/tr/406c020l_2.2079_019o030k_-2.2079.wav
229,wham,/home/ubuntu/Data/wham/wham_noise/tr/40pa010v_0.80661_02da010w_-0.80661.wav
230,wham,/home/ubuntu/Data/wham/wham_noise/tr/01bo030m_2.1373_01aa010t_-2.1373.wav
231,wham,/home/ubuntu/Data/wham/wham_noise/tr/01vc0206_1.562_023a010e_-1.562.wav
232,wham,/home/ubuntu/Data/wham/wham_noise/tr/017c021b_1.0682_20no010f_-1.0682.wav
233,wham,/home/ubuntu/Data/wham/wham_noise/tr/022c020d_1.492_209c010e_-1.492.wav
234,wham,/home/ubuntu/Data/wham/wham_noise/tr/40mc020j_0.87063_01lo030d_-0.87063.wav
235,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ga010j_0.40071_013c0206_-0.40071.wav
236,wham,/home/ubuntu/Data/wham/wham_noise/tr/401a0112_1.0151_02ao0305_-1.0151.wav
237,wham,/home/ubuntu/Data/wham/wham_noise/tr/01io0303_0.0024432_40bc020h_-0.0024432.wav
238,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ia0103_2.4241_01eo030r_-2.4241.wav
239,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ha010r_1.437_208a0102_-1.437.wav
240,wham,/home/ubuntu/Data/wham/wham_noise/tr/025c0218_1.6317_01sa0114_-1.6317.wav
241,wham,/home/ubuntu/Data/wham/wham_noise/tr/40bo0319_1.5155_01uc0201_-1.5155.wav
242,wham,/home/ubuntu/Data/wham/wham_noise/tr/40aa010b_0.86455_20do010h_-0.86455.wav
243,wham,/home/ubuntu/Data/wham/wham_noise/tr/40fa010z_1.1934_205c010g_-1.1934.wav
244,wham,/home/ubuntu/Data/wham/wham_noise/tr/20po010m_0.16721_20ac010h_-0.16721.wav
245,wham,/home/ubuntu/Data/wham/wham_noise/tr/20oa010m_1.2985_207c0105_-1.2985.wav
246,wham,/home/ubuntu/Data/wham/wham_noise/tr/40fc020j_2.2841_01vc020h_-2.2841.wav
247,wham,/home/ubuntu/Data/wham/wham_noise/tr/40no030g_0.3206_01nc020h_-0.3206.wav
248,wham,/home/ubuntu/Data/wham/wham_noise/tr/20ha0105_1.051_025c020k_-1.051.wav
249,wham,/home/ubuntu/Data/wham/wham_noise/tr/015o030s_1.5623_026o030q_-1.5623.wav
250,wham,/home/ubuntu/Data/wham/wham_noise/tr/01qc021a_0.036398_407o030q_-0.036398.wav
251,wham,/home/ubuntu/Data/wham/wham_noise/tr/01gc020w_1.1766_01yc0206_-1.1766.wav
252,wham,/home/ubuntu/Data/wham/wham_noise/tr/018c0216_0.024286_01uc020l_-0.024286.wav
253,wham,/home/ubuntu/Data/wham/wham_noise/tr/024o0310_0.8058_01uo030k_-0.8058.wav
254,wham,/home/ubuntu/Data/wham/wham_noise/tr/208a010k_0.91463_40ec0216_-0.91463.wav
255,wham,/home/ubuntu/Data/wham/wham_noise/tr/024c0205_1.5591_01uo0314_-1.5591.wav
256,wham,/home/ubuntu/Data/wham/wham_noise/tr/40da0114_2.0253_40ko0312_-2.0253.wav
257,wham,/home/ubuntu/Data/wham/wham_noise/tr/20uc010d_0.89284_404c020w_-0.89284.wav
